t,f
0.00264,49.998973247335
0.00265,49.9989708391262
0.00266,49.9989684346216
0.00267,49.998966033667
0.00268,49.9989636360828
0.00269,49.9989612417156
0.0027,49.9989588504098
0.00271,49.9989564620121
0.00272,49.9989540765296
0.00273,49.9989516941145
0.00274,49.9989493147245
0.00275,49.9989469384113
0.00276,49.9989445653382
0.00277,49.9989421954369
0.00278,49.9989398285951
0.00279,49.9989374647283
0.0028,49.9989351037385
0.00281,49.9989327455169
0.00282,49.9989303901132
0.00283,49.9989280377212
0.00284,49.9989256883328
0.00285,49.9989233420283
0.00286,49.998920999012
0.00287,49.99891865924
0.00288,49.9989163225999
0.00289,49.9989139890136
0.0029,49.9989116583843
0.00291,49.9989093306034
0.00292,49.9989070057518
0.00293,49.9989046840405
0.00294,49.9989023654731
0.00295,49.9989000501415
0.00296,49.998897738261
0.00297,49.9988954297901
0.00298,49.9988931246165
0.00299,49.9988908226689
0.003,49.9988885238533
0.00301,49.9988862280636
0.00302,49.9988839354108
0.00303,49.9988816461396
0.00304,49.9988793602938
0.00305,49.9988770780001
0.00306,49.9988747995076
0.00307,49.9988725248193
0.00308,49.9988702538429
0.00309,49.9988679865941
0.0031,49.9988657231441
0.00311,49.9988634636133
0.00312,49.9988612082424
0.00313,49.9988589573227
0.00314,49.9988567111457
0.00315,49.9988544700021
0.00316,49.9988522341821
0.00317,49.9988500039751
0.00318,49.9988477796699
0.00319,49.9988455615546
0.0032,49.9988433499168
0.00321,49.9988411450433
0.00322,49.9988389472203
0.00323,49.9988367567332
0.00324,49.9988345738671
0.00325,49.9988323989061
0.00326,49.9988302321338
0.00327,49.9988280738332
0.00328,49.9988259242864
0.00329,49.9988237837753
0.0033,49.9988216525806
0.00331,49.9988195309829
0.00332,49.9988174192618
0.00333,49.9988153176962
0.00334,49.9988132265648
0.00335,49.9988111461451
0.00336,49.9988090767144
0.00337,49.9988070185491
0.00338,49.998804971925
0.00339,49.9988029371173
0.0034,49.9988009144007
0.00341,49.998798904049
0.00342,49.9987969063355
0.00343,49.9987949215329
0.00344,49.9987929499131
0.00345,49.9987909917475
0.00346,49.9987890473069
0.00347,49.9987871168613
0.00348,49.9987852006803
0.00349,49.9987832990326
0.0035,49.9987814121866
0.00351,49.9987795404096
0.00352,49.9987776839687
0.00353,49.9987758431302
0.00354,49.9987740181598
0.00355,49.9987722093224
0.00356,49.9987704168827
0.00357,49.9987686411042
0.00358,49.9987668822503
0.00359,49.9987651405835
0.0036,49.9987634163655
0.00361,49.9987617098579
0.00362,49.9987600213212
0.00363,49.9987583510155
0.00364,49.9987566992003
0.00365,49.9987550661342
0.00366,49.9987534520756
0.00367,49.998751857282
0.00368,49.9987502820103
0.00369,49.9987487265168
0.0037,49.9987471910573
0.00371,49.9987456758869
0.00372,49.9987441812601
0.00373,49.9987427074306
0.00374,49.9987412546518
0.00375,49.9987398231763
0.00376,49.9987384132562
0.00377,49.9987370251428
0.00378,49.9987356590869
0.00379,49.9987343153387
0.0038,49.9987329941478
0.00381,49.9987316957632
0.00382,49.9987304204332
0.00383,49.9987291684056
0.00384,49.9987279399275
0.00385,49.9987267352455
0.00386,49.9987255546055
0.00387,49.9987243982529
0.00388,49.9987232664322
0.00389,49.9987221593878
0.0039,49.9987210773631
0.00391,49.9987200206009
0.00392,49.9987189893437
0.00393,49.9987179838331
0.00394,49.9987170043103
0.00395,49.9987160510158
0.00396,49.9987151241894
0.00397,49.9987142240706
0.00398,49.998713350898
0.00399,49.9987125049098
0.004,49.9987116863434
0.00401,49.9987108954359
0.00402,49.9987101324236
0.00403,49.9987093975421
0.00404,49.9987086910268
0.00405,49.9987080131121
0.00406,49.9987073640321
0.00407,49.9987067440201
0.00408,49.9987061533088
0.00409,49.9987055921306
0.0041,49.998705060717
0.00411,49.9987045592991
0.00412,49.9987040881073
0.00413,49.9987036473715
0.00414,49.9987032373209
0.00415,49.9987028581843
0.00416,49.9987025101897
0.00417,49.9987021934667
0.00418,49.9987019077514
0.00419,49.9987016526798
0.0042,49.998701427889
0.00421,49.9987012330164
0.00422,49.9987010677271
0.00423,49.9987009319066
0.00424,49.9987008254852
0.00425,49.9987007484765
0.00426,49.9987007009668
0.00427,49.9987006829576
0.00428,49.9987006942552
0.00429,49.9987007348166
0.0043,49.9987008045917
0.00431,49.998700903576
0.00432,49.998701031984
0.00433,49.9987011900459
0.00434,49.9987013779913
0.00435,49.998701596049
0.00436,49.9987018444476
0.00437,49.9987021234148
0.00438,49.998702433178
0.00439,49.9987027739638
0.0044,49.9987031459982
0.00441,49.9987035495069
0.00442,49.9987039847147
0.00443,49.998704451846
0.00444,49.9987049511246
0.00445,49.9987054827736
0.00446,49.9987060470158
0.00447,49.9987066440731
0.00448,49.9987072741671
0.00449,49.9987079375186
0.0045,49.998708634348
0.00451,49.9987093648751
0.00452,49.9987101293191
0.00453,49.9987109278985
0.00454,49.9987117608315
0.00455,49.9987126283355
0.00456,49.9987135306275
0.00457,49.9987144679238
0.00458,49.9987154404401
0.00459,49.9987164483918
0.0046,49.9987174919935
0.00461,49.9987185714592
0.00462,49.9987196870015
0.00463,49.9987208387851
0.00464,49.9987220268367
0.00465,49.9987232511941
0.00466,49.9987245118981
0.00467,49.99872580892
0.00468,49.9987271420603
0.00469,49.9987285111299
0.0047,49.9987299159341
0.00471,49.9987313563413
0.00472,49.9987328322978
0.00473,49.9987343437206
0.00474,49.9987358904401
0.00475,49.9987374723016
0.00476,49.9987390891566
0.00477,49.9987407408161
0.00478,49.998742426975
0.00479,49.9987441472985
0.0048,49.9987459014618
0.00481,49.9987476892139
0.00482,49.9987495103506
0.00483,49.9987513646458
0.00484,49.9987532518147
0.00485,49.9987551715829
0.00486,49.9987571236784
0.00487,49.9987591078433
0.00488,49.9987611241198
0.00489,49.9987631727253
0.0049,49.9987652538788
0.00491,49.9987673677986
0.00492,49.9987695147027
0.00493,49.9987716948082
0.00494,49.998773908332
0.00495,49.9987761554902
0.00496,49.9987784364984
0.00497,49.9987807514792
0.00498,49.9987831001627
0.00499,49.9987854821726
0.005,49.9987878971334
0.00501,49.9987903446703
0.00502,49.9987928244092
0.00503,49.9987953359768
0.00504,49.9987978790005
0.00505,49.9988004531086
0.00506,49.9988030579298
0.00507,49.998805693094
0.00508,49.9988083582315
0.00509,49.9988110529735
0.0051,49.9988137769519
0.00511,49.9988165297995
0.00512,49.9988193111495
0.00513,49.9988221206362
0.00514,49.9988249578944
0.00515,49.9988278225598
0.00516,49.9988307142687
0.00517,49.9988336326583
0.00518,49.9988365773664
0.00519,49.9988395480316
0.0052,49.9988425442932
0.00521,49.9988455657913
0.00522,49.9988486121667
0.00523,49.998851683061
0.00524,49.9988547781164
0.00525,49.9988578969759
0.00526,49.9988610392832
0.00527,49.9988642046829
0.00528,49.9988673928201
0.00529,49.9988706033408
0.0053,49.9988738358916
0.00531,49.9988770901199
0.00532,49.998880365674
0.00533,49.9988836622025
0.00534,49.9988869793551
0.00535,49.9988903167822
0.00536,49.9988936741346
0.00537,49.9988970510643
0.00538,49.9989004472236
0.00539,49.9989038622659
0.0054,49.9989072958449
0.00541,49.9989107476154
0.00542,49.9989142172393
0.00543,49.9989177046243
0.00544,49.9989212099968
0.00545,49.9989247336038
0.00546,49.9989282756921
0.00547,49.9989318365076
0.00548,49.9989354162959
0.00549,49.9989390153016
0.0055,49.9989426337691
0.00551,49.9989462719421
0.00552,49.9989499300635
0.00553,49.998953608376
0.00554,49.9989573071213
0.00555,49.9989610265409
0.00556,49.9989647668754
0.00557,49.998968528365
0.00558,49.9989723112491
0.00559,49.9989761157669
0.0056,49.9989799421567
0.00561,49.9989837906562
0.00562,49.9989876615027
0.00563,49.9989915549329
0.00564,49.9989954711828
0.00565,49.9989994104878
0.00566,49.9990033730829
0.00567,49.9990073592024
0.00568,49.99901136908
0.00569,49.999015402949
0.0057,49.9990194610418
0.00571,49.9990235435906
0.00572,49.9990276508267
0.00573,49.999031782981
0.00574,49.9990359402837
0.00575,49.9990401229648
0.00576,49.9990443312531
0.00577,49.9990485653774
0.00578,49.9990528255657
0.00579,49.9990571120453
0.0058,49.9990614250432
0.00581,49.9990657647855
0.00582,49.9990701314982
0.00583,49.9990745254063
0.00584,49.9990789467343
0.00585,49.9990833957065
0.00586,49.9990878725461
0.00587,49.9990923774761
0.00588,49.9990969107189
0.00589,49.9991014724961
0.0059,49.9991060630291
0.00591,49.9991106825384
0.00592,49.9991153312441
0.00593,49.9991200093659
0.00594,49.9991247171226
0.00595,49.9991294547325
0.00596,49.9991342224031
0.00597,49.9991390200694
0.00598,49.9991438473728
0.00599,49.9991487039398
0.006,49.9991535893978
0.00601,49.9991585033749
0.00602,49.9991634454999
0.00603,49.9991684154025
0.00604,49.999173412713
0.00605,49.9991784370626
0.00606,49.999183488083
0.00607,49.9991885654069
0.00608,49.9991936686678
0.00609,49.9991987974996
0.0061,49.9992039515373
0.00611,49.9992091304165
0.00612,49.9992143337747
0.00613,49.9992195613391
0.00614,49.9992248130314
0.00615,49.9992300888323
0.00616,49.9992353887685
0.00617,49.9992407129832
0.00618,49.999246061702
0.00619,49.9992514351531
0.0062,49.9992568335642
0.00621,49.9992622571624
0.00622,49.9992677061741
0.00623,49.9992731808254
0.00624,49.9992786813415
0.00625,49.9992842079474
0.00626,49.9992897608672
0.00627,49.9992953403246
0.00628,49.9993009465429
0.00629,49.9993065797445
0.0063,49.9993122401514
0.00631,49.9993179279852
0.00632,49.9993236434667
0.00633,49.9993293868162
0.00634,49.9993351582536
0.00635,49.9993409579979
0.00636,49.999346786268
0.00637,49.9993526432818
0.00638,49.999358529257
0.00639,49.9993644444106
0.0064,49.999370388959
0.00641,49.999376363118
0.00642,49.9993823671031
0.00643,49.9993884011289
0.00644,49.9993944654099
0.00645,49.9994005601595
0.00646,49.999406685591
0.00647,49.999412841917
0.00648,49.9994190293496
0.00649,49.9994252481001
0.0065,49.9994314983796
0.00651,49.9994377803984
0.00652,49.9994440943664
0.00653,49.999450440493
0.00654,49.9994568189869
0.00655,49.9994632300563
0.00656,49.9994696739089
0.00657,49.9994761507519
0.00658,49.9994826607918
0.00659,49.9994892042347
0.0066,49.9994957812862
0.00661,49.9995023921513
0.00662,49.9995090370343
0.00663,49.9995157161391
0.00664,49.9995224296693
0.00665,49.9995291778275
0.00666,49.9995359608161
0.00667,49.9995427788369
0.00668,49.999549632091
0.00669,49.9995565207792
0.0067,49.9995634451017
0.00671,49.9995704052581
0.00672,49.9995774014475
0.00673,49.9995844338684
0.00674,49.9995915027189
0.00675,49.9995986081965
0.00676,49.9996057504877
0.00677,49.9996129296291
0.00678,49.9996201455151
0.00679,49.9996273979606
0.0068,49.9996346867894
0.00681,49.9996420118317
0.00682,49.9996493728423
0.00683,49.9996567695259
0.00684,49.999664201631
0.00685,49.9996716689142
0.00686,49.9996791711549
0.00687,49.999686708223
0.00688,49.9996942800091
0.00689,49.9997018863801
0.0069,49.9997095272419
0.00691,49.9997172025305
0.00692,49.9997249121473
0.00693,49.9997326559842
0.00694,49.9997404339959
0.00695,49.9997482461646
0.00696,49.9997560925089
0.00697,49.9997639731336
0.00698,49.9997718881612
0.00699,49.9997798376879
0.007,49.9997878218259
0.00701,49.9997958406928
0.00702,49.9998038943678
0.00703,49.9998119829047
0.00704,49.9998201063856
0.00705,49.9998282648881
0.00706,49.9998364584923
0.00707,49.999844687304
0.00708,49.9998529514016
0.00709,49.9998612508168
0.0071,49.9998695855666
0.00711,49.9998779556464
0.00712,49.999886361122
0.00713,49.9998948021811
0.00714,49.9999032790198
0.00715,49.9999117918334
0.00716,49.9999203408171
0.00717,49.9999289261653
0.00718,49.9999375480718
0.00719,49.9999462067301
0.0072,49.999954902333
0.00721,49.9999636350729
0.00722,49.9999724051417
0.00723,49.9999812127306
0.00724,49.9999900580305
0.00725,49.9999989412317
0.00726,50.0000078625239
0.00727,50.0000168220965
0.00728,50.0000258201381
0.00729,50.000034856837
0.0073,50.0000439323809
0.00731,50.000053046957
0.00732,50.000062200752
0.00733,50.0000713939522
0.00734,50.000080626743
0.00735,50.0000898993099
0.00736,50.0000992118373
0.00737,50.0001085645095
0.00738,50.0001179575101
0.00739,50.0001273910045
0.0074,50.0001368649388
0.00741,50.000146379078
0.00742,50.0001559331618
0.00743,50.0001655269432
0.00744,50.000175160155
0.00745,50.0001848325358
0.00746,50.0001945440405
0.00747,50.000204294843
0.00748,50.0002140851278
0.00749,50.0002239150788
0.0075,50.0002337848798
0.00751,50.0002436947136
0.00752,50.0002536447628
0.00753,50.0002636351476
0.00754,50.000273665754
0.00755,50.000283736385
0.00756,50.000293846781
0.00757,50.0003039965724
0.00758,50.0003141853535
0.00759,50.0003244127167
0.0076,50.0003346782556
0.00761,50.0003449815645
0.00762,50.0003553222448
0.00763,50.0003657001442
0.00764,50.0003761154288
0.00765,50.0003865682699
0.00766,50.000397058682
0.00767,50.0004075864994
0.00768,50.0004181514485
0.00769,50.0004287531934
0.0077,50.0004393913441
0.00771,50.0004500654977
0.00772,50.0004607752524
0.00773,50.000471520207
0.00774,50.0004822999612
0.00775,50.0004931141154
0.00776,50.0005039622709
0.00777,50.0005148440298
0.00778,50.000525758995
0.00779,50.00053670677
0.0078,50.0005476869595
0.00781,50.0005586991685
0.00782,50.0005697430032
0.00783,50.0005808180705
0.00784,50.000591923978
0.00785,50.0006030603342
0.00786,50.0006142267482
0.00787,50.0006254228301
0.00788,50.0006366481908
0.00789,50.0006479024418
0.0079,50.0006591851956
0.00791,50.0006704960653
0.00792,50.000681834665
0.00793,50.0006932006093
0.00794,50.0007045935139
0.00795,50.0007160129952
0.00796,50.0007274586701
0.00797,50.0007389301568
0.00798,50.0007504270738
0.00799,50.0007619490407
0.008,50.0007734956776
0.00801,50.0007850666058
0.00802,50.0007966614468
0.00803,50.0008082798235
0.00804,50.0008199213592
0.00805,50.000831585678
0.00806,50.000843272405
0.00807,50.0008549811657
0.00808,50.0008667115868
0.00809,50.0008784632954
0.0081,50.0008902359197
0.00811,50.0009020290884
0.00812,50.0009138424311
0.00813,50.0009256755783
0.00814,50.000937528161
0.00815,50.0009493998112
0.00816,50.0009612901615
0.00817,50.0009731988454
0.00818,50.0009851254971
0.00819,50.0009970697515
0.0082,50.0010090312445
0.00821,50.0010210096126
0.00822,50.0010330044929
0.00823,50.0010450155236
0.00824,50.0010570423434
0.00825,50.001069084592
0.00826,50.0010811419096
0.00827,50.0010932139374
0.00828,50.0011053003172
0.00829,50.0011174006916
0.0083,50.001129514704
0.00831,50.0011416419984
0.00832,50.0011537822199
0.00833,50.001165935014
0.00834,50.0011781000271
0.00835,50.0011902769064
0.00836,50.0012024652997
0.00837,50.0012146648558
0.00838,50.001226875224
0.00839,50.0012390960545
0.0084,50.0012513269981
0.00841,50.0012635677067
0.00842,50.0012758178324
0.00843,50.0012880770286
0.00844,50.0013003449492
0.00845,50.0013126212487
0.00846,50.0013249055825
0.00847,50.0013371976068
0.00848,50.0013494969785
0.00849,50.0013618033553
0.0085,50.0013741163954
0.00851,50.0013864357579
0.00852,50.0013987611028
0.00853,50.0014110920907
0.00854,50.0014234283827
0.00855,50.0014357696411
0.00856,50.0014481155287
0.00857,50.0014604657088
0.00858,50.001472819846
0.00859,50.0014851776051
0.0086,50.0014975386519
0.00861,50.0015099026528
0.00862,50.0015222692752
0.00863,50.0015346381869
0.00864,50.0015470090567
0.00865,50.0015593815538
0.00866,50.0015717553485
0.00867,50.0015841301116
0.00868,50.0015965055148
0.00869,50.0016088812303
0.0087,50.0016212569311
0.00871,50.0016336322912
0.00872,50.0016460069848
0.00873,50.0016583806874
0.00874,50.0016707530747
0.00875,50.0016831238235
0.00876,50.0016954926112
0.00877,50.0017078591158
0.00878,50.0017202230162
0.00879,50.001732583992
0.0088,50.0017449417234
0.00881,50.0017572958914
0.00882,50.0017696461776
0.00883,50.0017819922645
0.00884,50.0017943338353
0.00885,50.0018066705737
0.00886,50.0018190021644
0.00887,50.0018313282925
0.00888,50.0018436486441
0.00889,50.0018559629059
0.0089,50.0018682707652
0.00891,50.0018805719102
0.00892,50.0018928660297
0.00893,50.0019051528132
0.00894,50.001917431951
0.00895,50.0019297031339
0.00896,50.0019419660537
0.00897,50.0019542204027
0.00898,50.0019664658739
0.00899,50.0019787021611
0.009,50.0019909289588
0.00901,50.0020031459621
0.00902,50.0020153528668
0.00903,50.0020275493696
0.00904,50.0020397351677
0.00905,50.002051909959
0.00906,50.0020640734423
0.00907,50.0020762253167
0.00908,50.0020883652825
0.00909,50.0021004930403
0.0091,50.0021126082916
0.00911,50.0021247107385
0.00912,50.0021368000838
0.00913,50.0021488760311
0.00914,50.0021609382844
0.00915,50.0021729865489
0.00916,50.0021850205299
0.00917,50.0021970399338
0.00918,50.0022090444675
0.00919,50.0022210338388
0.0092,50.0022330077558
0.00921,50.0022449659277
0.00922,50.0022569080641
0.00923,50.0022688338754
0.00924,50.0022807430728
0.00925,50.0022926353678
0.00926,50.002304510473
0.00927,50.0023163681015
0.00928,50.002328207967
0.00929,50.0023400297841
0.0093,50.0023518332679
0.00931,50.0023636181341
0.00932,50.0023753840994
0.00933,50.0023871308808
0.00934,50.0023988581963
0.00935,50.0024105657643
0.00936,50.0024222533041
0.00937,50.0024339205355
0.00938,50.0024455671791
0.00939,50.002457192956
0.0094,50.0024687975882
0.00941,50.0024803807982
0.00942,50.0024919423092
0.00943,50.0025034818452
0.00944,50.0025149991306
0.00945,50.0025264938907
0.00946,50.0025379658514
0.00947,50.0025494147393
0.00948,50.0025608402815
0.00949,50.0025722422058
0.0095,50.0025836202409
0.00951,50.002594974116
0.00952,50.0026063035609
0.00953,50.0026176083062
0.00954,50.0026288880829
0.00955,50.002640142623
0.00956,50.002651371659
0.00957,50.0026625749239
0.00958,50.0026737521516
0.00959,50.0026849030766
0.0096,50.0026960274339
0.00961,50.0027071249594
0.00962,50.0027181953894
0.00963,50.002729238461
0.00964,50.002740253912
0.00965,50.0027512414807
0.00966,50.0027622009062
0.00967,50.0027731319281
0.00968,50.0027840342866
0.00969,50.0027949077229
0.0097,50.0028057519784
0.00971,50.0028165667956
0.00972,50.0028273519171
0.00973,50.0028381070867
0.00974,50.0028488320484
0.00975,50.0028595265471
0.00976,50.0028701903283
0.00977,50.0028808231381
0.00978,50.0028914247232
0.00979,50.002901994831
0.0098,50.0029125332096
0.00981,50.0029230396076
0.00982,50.0029335137743
0.00983,50.0029439554596
0.00984,50.0029543644141
0.00985,50.0029647403891
0.00986,50.0029750831363
0.00987,50.0029853924082
0.00988,50.0029956679579
0.00989,50.0030059095392
0.0099,50.0030161169065
0.00991,50.0030262898146
0.00992,50.0030364280192
0.00993,50.0030465312767
0.00994,50.0030565993437
0.00995,50.003066631978
0.00996,50.0030766289375
0.00997,50.003086589981
0.00998,50.003096514868
0.00999,50.0031064033583
0.01,50.0031162552126
0.01001,50.0031260701923
0.01002,50.003135848059
0.01003,50.0031455885754
0.01004,50.0031552915044
0.01005,50.0031649566099
0.01006,50.0031745836561
0.01007,50.0031841724081
0.01008,50.0031937226313
0.01009,50.003203234092
0.0101,50.003212706557
0.01011,50.0032221397936
0.01012,50.00323153357
0.01013,50.0032408876546
0.01014,50.0032502018169
0.01015,50.0032594758266
0.01016,50.0032687094542
0.01017,50.0032779024708
0.01018,50.003287054648
0.01019,50.0032961657583
0.0102,50.0033052355744
0.01021,50.0033142638698
0.01022,50.0033232504187
0.01023,50.0033321949958
0.01024,50.0033410973764
0.01025,50.0033499573364
0.01026,50.0033587746523
0.01027,50.0033675491013
0.01028,50.0033762804611
0.01029,50.00338496851
0.0103,50.0033936130269
0.01031,50.0034022137913
0.01032,50.0034107705833
0.01033,50.0034192831838
0.01034,50.0034277513738
0.01035,50.0034361749354
0.01036,50.0034445536511
0.01037,50.003452887304
0.01038,50.0034611756776
0.01039,50.0034694185564
0.0104,50.0034776157251
0.01041,50.0034857669692
0.01042,50.0034938720747
0.01043,50.0035019308283
0.01044,50.0035099430172
0.01045,50.0035179084292
0.01046,50.0035258268527
0.01047,50.0035336980766
0.01048,50.0035415218906
0.01049,50.0035492980848
0.0105,50.0035570265643
0.01051,50.0035647076246
0.01052,50.0035723415048
0.01053,50.0035799281695
0.01054,50.0035874678725
0.01055,50.0035949608644
0.01056,50.0036024072117
0.01057,50.0036098071461
0.01058,50.0036171610422
0.01059,50.0036244692799
0.0106,50.0036317322382
0.01061,50.0036389502953
0.01062,50.003646123829
0.01063,50.0036532532159
0.01064,50.0036603388324
0.01065,50.0036673810537
0.01066,50.0036743802546
0.01067,50.003681336809
0.01068,50.0036882510902
0.01069,50.0036951234706
0.0107,50.0037019543213
0.01071,50.0037087438499
0.01072,50.0037154918896
0.01073,50.0037221982198
0.01074,50.003728862621
0.01075,50.0037354848738
0.01076,50.0037420647598
0.01077,50.0037486020951
0.01078,50.0037550970451
0.01079,50.0037615499807
0.0108,50.0037679612751
0.01081,50.0037743313005
0.01082,50.0037806603607
0.01083,50.0037869484261
0.01084,50.003793195674
0.01085,50.0037994021628
